Classification_Size,Classification_Focus,Research_Intensity,Status,Academic_Reputation_Score,Employer_Reputation_Score,Faculty_Student_Score,Citations_Per_Faculty_Score,International_Faculty_Score,International_Student_Score,Overall_Score
M,CO,VH,A,28.4,30.0,77.7,43.4,25.4,38.7,18.0
L,CO,HI,A,19.5,26.4,53.1,58.1,69.5,42.8,18.0
M,FC,HI,A,23.0,33.1,74.1,58.9,43.1,22.5,18.0
M,FO,VH,A,18.1,42.7,45.2,23.1,57.9,14.4,17.9
M,SP,LO,A,34.7,34.8,50.4,74.3,27.5,15.6,17.9
L,CO,VH,A,19.6,27.4,97.1,21.7,31.5,34.4,17.8
L,CO,VH,A,16.8,55.9,49.5,46.5,57.6,52.4,17.8
M,CO,VH,A,32.5,49.0,90.7,49.3,40.5,24.5,17.8
XL,FC,VH,A,19.5,27.7,58.7,26.7,20.3,15.8,17.8
L,CO,VH,A,30.1,26.6,24.0,25.8,44.0,27.4,17.8
L,FO,HI,A,29.0,59.8,66.4,61.2,14.3,70.8,17.7
M,CO,VH,A,31.6,57.3,56.1,21.1,44.1,48.1,17.7
L,FC,HI,A,23.6,58.1,68.0,26.8,19.4,25.4,17.7
M,FC,MD,B,25.1,19.7,51.6,35.0,55.0,12.1,17.7
M,CO,HI,A,24.2,29.1,23.4,71.6,32.9,40.5,17.7
M,FO,VH,A,35.4,52.7,71.9,29.6,59.6,17.9,17.6
L,CO,HI,B,17.4,18.8,72.2,21.9,23.8,19.6,17.6
M,CO,HI,B,27.4,54.9,96.9,32.5,46.8,96.1,17.6
XL,FC,HI,A,31.9,42.4,27.5,20.7,12.7,68.4,17.6
XL,FC,HI,A,25.4,43.4,42.2,51.9,46.9,47.8,17.5
XL,FC,VH,A,23.8,37.4,44.7,46.2,22.5,76.2,17.5
L,FC,LO,B,17.2,46.8,39.4,70.6,36.4,39.2,17.4
L,CO,VH,A,19.6,29.2,38.0,21.8,23.8,56.5,17.4
XL,FC,VH,A,28.0,36.9,50.4,58.2,42.7,21.1,17.3
XL,FC,VH,A,26.3,58.3,59.4,45.5,45.1,64.5,17.3
L,FC,VH,A,16.5,33.1,63.1,33.1,21.3,15.9,17.2
M,FC,VH,A,17.9,55.8,71.8,42.5,59.3,34.4,17.2
XL,FC,HI,A,20.5,43.3,41.7,23.0,29.1,18.1,17.1
L,FC,HI,A,32.0,46.2,28.5,18.6,61.8,48.7,17.1
XL,CO,VH,A,21.0,38.0,32.6,77.5,23.9,73.1,17.1
M,CO,VH,B,31.7,30.1,50.4,20.4,47.8,73.4,17.0
L,FO,VH,A,21.2,56.6,43.6,31.6,33.3,3.7,17.0
XL,CO,VH,A,23.8,30.8,93.4,38.2,7.9,16.0,17.0
L,FC,VH,A,35.4,46.6,31.4,76.3,21.9,36.7,16.9
L,FC,HI,A,32.9,39.0,39.5,50.0,53.1,64.7,16.9
L,FC,HI,A,22.3,55.6,47.7,29.0,52.8,32.4,16.9
M,CO,VH,A,22.1,26.9,38.9,36.1,20.2,27.0,16.9
L,CO,HI,B,25.2,39.1,73.0,24.0,100.0,100.0,16.8
L,CO,HI,A,17.5,42.2,46.8,63.8,82.6,100.0,16.8
L,CO,HI,A,27.8,49.5,53.1,62.3,23.0,46.6,16.8
M,CO,HI,A,26.3,48.5,30.6,74.7,100.0,26.8,16.7
S,FO,HI,C,18.3,35.4,79.2,33.2,100.0,100.0,16.5
L,CO,VH,A,35.1,46.7,23.8,21.9,19.3,14.7,16.5
L,CO,VH,A,23.0,57.7,40.9,18.6,27.8,37.3,16.5
L,CO,HI,A,31.2,40.5,70.5,18.2,79.3,46.5,16.4
XL,FC,VH,A,29.0,43.3,71.2,49.8,19.1,5.6,16.4
L,FC,VH,A,35.7,50.7,35.9,22.6,39.9,51.5,16.4
L,FC,VH,A,22.4,34.3,37.4,44.1,21.8,48.1,16.3
L,CO,VH,A,34.8,24.0,44.0,26.3,17.0,9.8,16.3
L,FC,HI,B,31.0,62.3,65.4,65.5,20.1,58.9,16.3
L,CO,VH,A,23.3,38.6,76.1,27.1,34.9,48.5,16.2
XL,CO,VH,A,22.7,28.7,74.0,51.5,38.8,24.7,16.2
L,CO,VH,A,32.0,26.2,56.3,20.9,31.7,15.0,16.1
S,CO,HI,B,17.2,36.3,51.6,58.3,32.8,13.3,16.1
M,FC,VH,A,29.4,26.0,93.0,74.2,60.2,92.7,16.1
L,FC,HI,B,21.4,23.1,53.3,39.9,33.6,38.5,16.1
M,FO,VH,A,27.6,25.7,82.6,18.4,79.7,19.0,16.0
L,FC,HI,A,20.2,18.8,66.8,24.8,32.1,53.5,15.9
L,FO,HI,A,34.7,21.6,46.7,40.6,53.2,12.6,15.9
L,CO,HI,A,32.6,23.0,66.8,68.1,42.6,45.1,15.9
L,CO,HI,A,31.7,25.8,33.2,39.4,53.5,39.0,15.9
L,FC,MD,B,20.5,28.4,79.7,54.6,36.1,46.5,15.8
M,CO,VH,A,19.5,20.6,27.3,27.2,20.4,29.3,15.7
L,FC,HI,A,28.2,24.4,28.8,32.2,26.4,24.2,15.7
XL,CO,VH,A,27.2,24.9,53.6,33.6,47.8,34.7,15.7
M,CO,VH,B,18.4,29.7,43.0,32.0,20.2,37.6,15.7
M,CO,HI,A,33.6,27.4,52.8,72.4,13.9,43.8,15.7
M,FO,HI,B,30.5,63.6,30.7,22.9,36.3,37.7,15.7
XL,FC,MD,A,19.1,42.7,44.6,32.8,45.1,32.7,15.6
L,FC,VH,A,33.4,22.7,31.3,58.1,46.4,16.1,15.6
XL,FC,MD,A,18.4,25.3,33.7,48.0,8.5,11.8,15.6
M,FC,MD,B,19.3,19.9,62.2,57.2,58.4,24.4,15.6
XL,FC,HI,A,17.2,27.0,29.6,70.7,24.6,52.9,15.6
L,FC,HI,A,25.5,20.0,51.6,36.7,57.1,14.8,15.6
L,FC,HI,A,34.9,28.2,65.4,40.2,12.8,11.7,15.6
L,FO,VH,A,31.4,25.8,66.4,29.6,29.7,24.6,15.6
XL,CO,VH,A,25.9,29.3,77.5,27.3,21.5,23.8,15.5
L,CO,VH,A,20.8,29.2,83.1,43.3,49.2,41.5,15.5
M,SP,VH,A,24.5,20.9,54.9,41.5,7.5,17.1,15.4
XL,CO,VH,A,20.6,23.3,52.4,34.6,8.1,19.2,15.4
XL,FC,MD,A,29.4,27.4,46.0,43.2,35.3,5.5,15.4
XL,FC,HI,A,20.2,24.1,55.1,25.9,13.2,15.3,15.4
L,CO,HI,A,24.0,20.7,86.9,53.9,86.1,96.7,15.4
L,CO,HI,A,35.6,20.2,57.9,61.6,55.4,73.8,15.4
XL,FC,HI,A,19.8,29.4,48.0,29.3,63.9,21.2,15.3
L,FC,HI,A,27.5,22.3,56.9,37.3,33.3,32.3,15.3
S,CO,VH,B,18.7,29.0,40.3,43.5,47.5,58.6,15.3
M,CO,VH,A,35.1,27.2,32.3,33.2,17.9,31.7,15.3
XL,FO,MD,A,19.4,22.5,27.0,32.8,52.4,14.4,15.3
M,FC,HI,A,20.8,23.5,57.5,49.9,11.8,9.2,15.2
M,CO,MD,C,19.4,21.5,75.4,77.9,100.0,100.0,15.1
L,FO,VH,A,26.2,18.6,94.4,45.3,41.9,7.0,15.1
XL,CO,VH,B,35.6,18.1,75.4,42.8,11.8,24.1,15.1
XL,CO,VH,A,25.8,23.1,64.3,36.9,25.3,35.8,15.1
L,CO,VH,A,20.8,21.7,34.8,71.2,20.2,16.5,15.0
L,CO,HI,A,19.0,25.4,55.4,33.2,43.9,48.5,15.0
XL,CO,VH,A,30.0,26.0,73.0,17.6,25.0,14.8,15.0
M,FO,VH,A,31.4,27.6,42.6,18.9,17.8,2.0,15.0
M,CO,VH,A,32.2,18.8,44.9,39.0,32.0,22.2,15.0
M,FO,VH,A,33.4,27.3,35.2,67.5,20.2,57.6,14.9
S,FO,HI,A,24.7,19.5,31.6,65.6,65.5,33.9,14.9
XL,CO,VH,A,28.6,21.8,71.6,41.8,21.6,56.8,14.9
M,CO,HI,A,20.1,25.6,56.7,49.2,57.5,98.9,14.9
L,FC,HI,B,17.2,21.9,28.9,63.7,22.0,16.7,14.8
L,CO,HI,A,28.7,20.2,90.2,47.2,40.2,38.0,14.8
L,CO,HI,A,32.5,25.2,48.2,26.1,28.7,7.0,14.8
M,CO,VH,A,24.0,22.3,55.8,25.7,5.3,54.9,14.8
S,SP,LO,B,33.8,24.0,46.0,75.3,40.8,35.0,14.8
L,CO,VH,A,26.6,23.6,90.9,23.6,42.6,22.0,14.8
XL,CO,MD,A,30.3,23.4,41.7,78.8,41.8,41.9,14.7
L,CO,HI,A,27.2,28.6,56.8,20.7,2.5,96.5,14.7
L,SP,MD,A,19.6,21.8,44.6,39.8,48.9,16.4,14.7
M,FC,VH,A,22.3,25.5,41.5,17.5,50.8,34.6,14.7
L,FO,VH,A,33.1,27.9,44.6,71.0,39.6,36.4,14.7
L,CO,HI,A,24.2,25.9,40.5,37.6,58.6,36.6,14.7
M,CO,VH,A,19.2,24.7,94.1,30.9,50.9,58.6,14.6
M,FO,HI,B,21.4,22.0,31.0,57.0,39.6,23.6,14.6
M,SP,HI,A,32.2,28.3,50.1,17.6,17.9,19.0,14.6
XL,CO,VH,A,19.3,22.0,91.3,36.7,19.6,46.5,14.5
L,FC,MD,B,27.8,44.4,40.9,30.5,22.2,42.4,14.5
M,FC,MD,B,31.6,20.5,30.6,19.5,43.0,33.1,14.5
M,FC,MD,B,16.8,22.7,26.9,49.4,60.2,57.6,14.5
M,CO,HI,B,32.1,35.6,25.9,44.9,17.8,12.9,14.5
L,FO,VH,A,19.5,19.5,40.9,42.1,30.0,46.1,14.5
L,FC,HI,A,31.3,27.2,79.6,46.1,48.0,5.1,14.5
L,FC,HI,A,24.7,27.7,75.3,45.1,18.7,54.5,14.4
L,CO,VH,A,17.1,25.7,85.8,17.9,26.6,30.7,14.4
XL,FC,HI,A,17.2,24.2,64.7,17.9,22.1,20.7,14.4
L,FC,HI,A,31.2,22.8,30.8,25.9,7.9,19.4,14.4
XL,CO,VH,A,33.8,28.7,90.7,56.2,21.9,40.2,14.4
M,SP,VH,A,18.7,18.3,91.4,22.3,44.8,8.3,14.3
M,FO,VH,A,27.8,18.6,72.7,50.2,51.4,16.3,14.3
L,FC,HI,A,30.7,28.4,64.3,34.7,8.6,19.7,14.3
M,CO,HI,A,33.0,25.1,63.8,21.3,85.0,91.2,14.3
L,CO,HI,A,23.2,28.0,54.8,49.2,59.8,82.2,14.3
L,FC,HI,A,30.5,19.9,39.3,47.1,19.9,13.4,14.3
L,CO,HI,A,23.1,26.6,72.1,21.1,64.1,34.6,14.2
L,CO,HI,A,24.3,19.7,49.9,18.5,41.4,56.2,14.2
XL,FC,VH,A,23.2,27.6,32.8,36.2,20.2,26.1,14.2
M,CO,VH,A,25.0,28.4,30.4,42.0,32.9,32.1,14.2
XL,CO,HI,A,16.6,27.8,23.9,18.9,25.1,7.5,14.0
L,CO,VH,A,35.5,19.1,24.9,42.8,7.4,40.7,14.0
XL,FC,HI,A,27.1,26.9,39.6,28.2,20.3,53.0,14.0
XL,FC,HI,A,30.9,21.8,25.3,40.6,15.2,13.9,14.0
L,CO,HI,A,21.5,18.5,26.9,24.9,12.3,57.1,13.9
L,FC,HI,B,27.9,26.3,32.9,49.6,46.1,5.5,13.9
XL,FC,HI,A,28.4,27.6,30.1,20.5,3.2,27.5,13.9
XL,FC,HI,A,29.6,26.1,31.4,34.5,29.6,21.3,13.8
M,FO,VH,A,22.4,36.9,43.0,20.9,38.9,33.2,13.8
L,CO,VH,A,31.7,23.9,32.6,22.3,54.4,16.3,13.8
L,CO,HI,A,33.4,20.5,39.5,36.3,50.7,44.2,13.7
XL,CO,HI,A,30.2,23.3,32.1,42.7,39.0,50.0,13.7
L,FO,HI,A,34.8,27.6,44.8,44.6,57.5,58.3,13.7
L,FC,HI,A,35.5,21.5,35.1,20.1,32.7,8.7,13.7
M,SP,HI,A,22.3,21.1,29.0,20.1,28.0,16.8,13.7
L,CO,VH,B,18.6,18.9,24.1,26.5,29.7,32.2,13.7
M,SP,MD,A,19.7,20.2,40.7,25.4,23.6,28.6,13.6
M,FC,MD,B,33.8,26.6,39.2,49.7,82.0,41.7,13.6
L,SP,LO,A,29.7,26.6,36.5,32.9,50.0,44.8,13.6
L,CO,MD,A,23.6,21.9,24.9,51.0,17.6,33.8,13.6
L,CO,HI,A,19.1,26.9,40.4,22.8,23.4,28.3,13.6
L,CO,HI,B,19.3,29.7,33.4,18.3,42.7,32.1,13.5
L,CO,MD,A,23.3,24.7,38.9,47.9,36.4,68.0,13.5
L,FO,VH,A,24.5,18.8,30.4,34.5,6.0,15.3,13.4
M,CO,HI,A,32.8,21.4,38.8,44.3,34.1,25.4,13.4
XL,CO,HI,A,30.8,28.2,26.1,45.6,15.7,57.0,13.3
M,FO,VH,A,21.7,20.6,34.7,41.3,44.7,37.5,13.3
M,FO,VH,A,30.0,26.6,40.7,17.9,2.9,36.9,13.3
L,FO,VH,A,18.3,19.7,26.0,34.5,24.7,49.1,13.3
L,CO,MD,B,16.6,23.0,36.7,42.8,47.6,50.5,13.2
L,CO,HI,A,26.9,25.2,44.9,19.5,53.5,88.6,13.1
XL,FC,MD,A,29.4,29.5,24.0,57.1,56.2,2.4,13.1
L,FO,MD,A,21.9,19.8,42.3,39.9,58.5,23.4,13.1
M,CO,HI,A,30.6,27.7,32.2,50.4,51.8,82.9,13.1
M,SP,LO,A,32.5,23.4,45.2,46.6,2.5,46.8,13.1
M,FO,HI,A,20.3,20.5,27.7,29.2,17.1,29.6,13.1
L,CO,HI,B,26.0,29.1,39.3,17.9,17.4,33.9,13.1
L,FO,VH,A,33.0,28.7,32.7,39.9,32.9,25.3,13.0
XL,CO,VH,A,33.8,23.5,39.0,22.5,33.3,21.3,13.0
S,FO,HI,A,28.0,26.6,28.4,33.6,57.8,30.4,13.0
L,FO,HI,A,17.6,27.6,33.5,47.5,33.6,43.0,12.9
XL,FC,HI,A,17.5,29.0,43.1,32.4,21.3,47.1,12.9
XL,FC,HI,A,17.9,29.6,38.5,51.3,44.6,22.5,12.8
M,FO,MD,A,25.0,27.7,40.0,35.3,35.8,50.8,12.8
XL,CO,HI,A,23.7,18.0,26.7,46.5,16.8,59.2,12.8
M,SP,LO,A,21.8,28.7,37.2,46.5,57.7,35.8,12.8
L,FC,VH,A,35.1,21.6,33.5,31.9,20.0,24.4,12.8
XL,FC,HI,A,28.8,22.2,29.9,59.3,48.4,45.1,12.7
XL,FO,HI,A,21.5,20.1,34.7,33.2,99.6,50.1,12.7
L,CO,HI,A,25.4,18.0,25.0,50.8,53.9,12.7,12.7
XL,FC,MD,A,31.9,24.6,27.7,51.2,48.4,32.2,12.6
S,FO,VH,A,19.0,22.9,28.4,59.4,51.9,42.3,12.6
M,FO,VH,A,31.3,25.8,37.4,29.2,16.3,7.5,12.6
L,FC,VH,A,33.5,27.2,37.9,24.7,44.7,32.7,12.5
L,CO,HI,A,33.2,19.6,31.9,23.7,20.7,52.5,12.5
M,CO,VH,B,27.5,20.0,28.7,25.9,60.0,47.5,12.5
L,CO,HI,A,18.2,18.0,37.5,28.6,28.6,30.5,12.5
L,CO,HI,A,24.6,19.3,38.4,17.5,85.9,35.4,12.4
M,SP,HI,C,34.1,24.8,30.6,21.1,20.2,25.8,12.4
XL,FC,MD,A,25.5,23.9,35.8,30.3,15.1,41.6,12.3
M,SP,VH,A,23.3,25.8,33.6,42.0,3.3,51.9,12.3
M,CO,VH,A,22.4,24.6,24.5,37.6,46.3,14.7,12.3
L,FC,HI,A,34.5,24.0,39.3,47.1,12.0,23.2,12.3
M,CO,MD,B,20.0,18.6,29.9,26.7,79.5,22.5,12.3
L,FO,HI,A,28.5,29.6,26.5,26.4,7.1,44.8,12.3
L,CO,HI,A,27.9,24.8,24.4,19.6,29.7,56.2,12.3
M,FC,VH,A,21.3,26.6,43.1,48.1,26.2,1.9,12.3
L,FC,LO,B,33.4,20.7,25.3,32.1,24.8,20.7,12.3
M,FC,HI,B,27.8,21.6,23.7,58.1,3.7,31.2,12.2
L,FO,VH,A,27.8,19.5,29.9,32.1,8.2,2.1,12.2
XL,FC,HI,A,16.8,27.7,33.5,41.9,22.8,46.1,12.2
S,FO,HI,B,29.6,22.5,28.9,25.1,68.8,32.7,12.2
M,CO,VH,A,28.4,23.5,36.3,21.8,33.2,45.2,12.2
M,FO,HI,A,33.3,18.2,34.0,50.5,47.2,78.8,12.1
L,FO,HI,C,25.2,19.3,38.9,26.6,46.1,5.3,12.1
XL,CO,HI,B,34.5,33.4,36.5,48.4,28.8,16.7,12.1
XL,CO,HI,A,35.1,23.5,40.6,34.7,23.1,50.6,12.1
M,CO,VH,A,19.4,21.9,36.1,23.0,24.6,11.5,12.0
XL,CO,VH,A,19.7,29.7,43.6,34.3,47.8,34.8,12.0
M,CO,VH,A,17.7,28.0,37.8,54.6,50.5,30.6,12.0
M,FO,VH,A,28.5,29.7,34.1,50.6,9.1,24.2,12.0
L,SP,MD,A,17.8,24.4,27.5,34.5,42.6,43.3,12.0
L,FO,VH,A,34.0,28.6,28.0,23.5,47.6,45.4,12.0
L,SP,MD,A,28.6,18.5,30.6,45.9,38.9,50.1,12.0
L,CO,VH,A,23.7,23.3,37.6,29.4,30.7,20.2,11.9
L,CO,VH,A,30.0,22.4,28.9,37.3,56.9,32.7,11.9
L,CO,HI,B,25.2,24.4,34.9,17.7,36.9,25.6,11.9
L,CO,HI,A,18.8,22.0,39.8,50.8,37.6,21.8,11.8
M,FO,HI,A,18.2,21.9,41.2,20.6,41.9,25.7,11.8
M,FO,VH,A,30.7,27.4,31.0,21.2,56.4,15.9,11.8
M,CO,VH,A,32.3,29.8,26.4,38.1,25.6,56.6,11.8
XL,CO,VH,A,19.7,18.0,23.8,19.1,39.2,7.2,11.8
M,FO,VH,A,29.6,24.2,30.0,23.5,45.3,1.7,11.7
M,CO,HI,A,19.3,28.7,31.4,30.9,51.5,65.4,11.7
L,FC,HI,B,33.8,27.0,37.0,31.1,19.2,40.8,11.7
L,FO,VH,B,28.9,29.8,40.7,23.1,53.8,34.9,11.7
L,FC,MD,B,16.7,20.5,41.2,39.8,21.3,47.8,11.6
XL,FC,MD,A,32.0,19.5,28.3,46.8,22.7,19.1,11.6
XL,FC,MD,A,20.7,30.0,26.0,29.1,4.7,3.0,11.6
XL,FC,HI,A,22.7,28.7,34.3,21.1,32.9,45.3,11.6
L,FO,LO,B,18.5,49.3,34.2,34.4,30.4,56.0,11.6
L,FC,HI,A,17.6,27.3,37.3,29.3,10.3,39.6,11.5
XL,FC,HI,A,17.3,26.0,31.8,42.6,16.9,43.3,11.5
M,CO,HI,A,32.3,36.3,38.4,50.3,44.8,47.9,11.4
M,FC,MD,B,33.4,22.2,33.2,27.7,18.8,55.9,11.3
XL,FC,MD,A,18.7,19.3,40.2,57.7,50.8,22.5,11.3
M,SP,HI,A,33.0,28.2,40.4,48.6,46.7,45.6,11.2
L,FC,HI,A,18.2,25.2,23.8,46.0,44.2,53.8,11.2
L,CO,HI,B,23.1,29.6,44.5,18.6,4.5,54.9,11.2
XL,FC,HI,A,16.9,29.3,38.6,19.7,17.0,17.5,11.2
M,CO,HI,A,30.3,19.1,41.9,19.1,21.2,42.6,11.2
L,FC,MD,B,18.3,21.1,34.1,19.0,43.0,38.8,11.1
L,FC,MD,A,35.6,18.6,41.7,56.5,48.9,52.0,11.1
L,FC,MD,B,26.8,29.5,32.4,23.5,54.8,56.0,11.1
L,CO,MD,B,21.2,52.7,39.7,25.1,42.6,28.7,11.1
L,CO,MD,A,35.7,20.7,26.0,47.7,20.0,17.1,11.1
XL,FC,LO,A,17.6,22.3,31.4,53.1,25.7,38.1,11.1
XL,CO,HI,A,20.1,21.8,44.2,56.7,12.0,7.8,11.0
L,CO,HI,A,22.7,21.8,42.1,22.4,36.5,43.3,11.0
XL,FC,MD,A,17.7,24.7,43.0,51.1,15.9,59.3,11.0
M,FO,VH,B,32.4,22.5,35.8,48.8,16.6,23.6,11.0
M,FO,VH,A,22.9,30.7,28.5,19.9,46.1,48.9,11.0
L,FO,HI,B,34.7,42.5,25.3,47.2,21.8,11.5,10.9
L,CO,LO,A,20.6,28.8,27.7,41.3,15.4,13.2,10.8
XL,FO,HI,A,29.7,30.6,39.5,25.1,51.2,51.3,10.8
M,FC,HI,B,22.8,24.1,38.1,19.5,31.3,20.6,10.7
L,CO,HI,A,31.2,23.8,41.6,37.5,13.6,57.4,10.7
XL,FC,HI,A,22.2,26.8,38.2,18.1,24.3,34.6,10.7
L,CO,HI,B,17.1,28.5,31.0,22.6,4.0,52.7,10.7
XL,FC,HI,A,24.5,29.9,27.4,17.7,7.1,46.2,10.7
L,FC,HI,A,18.4,24.6,32.0,50.5,4.8,17.6,10.7
L,FC,HI,A,22.7,26.5,24.0,53.8,15.9,37.0,10.7
L,FC,HI,A,32.6,29.5,37.7,58.0,10.9,43.8,10.6
XL,FC,HI,A,21.6,29.8,25.7,19.3,21.7,12.6,10.6
XL,FC,HI,A,23.6,29.8,28.5,29.1,21.2,11.0,10.6
XL,FC,HI,A,19.5,28.1,38.1,42.3,51.4,9.5,10.6
L,FC,VH,A,26.5,22.3,43.7,31.6,6.4,54.4,10.5
L,FC,HI,A,31.0,28.4,40.9,51.0,39.6,10.6,10.5
L,FC,HI,A,26.6,27.3,30.4,35.3,16.3,50.4,10.5
M,CO,VH,B,34.5,20.1,41.6,28.9,8.8,14.4,10.5
XL,CO,HI,A,17.8,19.1,26.4,32.4,11.4,13.2,10.5
L,FO,HI,A,18.3,24.1,28.6,26.5,26.7,15.1,10.4
L,FO,MD,B,33.5,22.8,38.6,26.7,37.1,23.7,10.4
XL,CO,VH,A,20.5,26.2,25.5,31.4,18.3,20.7,10.4
L,CO,HI,A,24.7,19.5,30.3,46.3,15.5,37.4,10.4
L,CO,VH,A,26.4,21.4,40.6,19.0,16.7,16.6,10.4
L,SP,HI,A,18.2,28.7,28.1,32.0,25.5,39.8,10.4
L,FO,MD,A,35.3,23.0,24.4,23.1,18.9,85.5,10.4
L,FO,MD,A,19.2,22.1,26.1,46.0,38.2,61.9,10.3
L,FC,MD,A,17.8,27.6,26.2,29.3,36.8,6.6,10.3
M,SP,HI,C,25.6,22.6,32.1,29.2,16.2,14.6,10.2
L,FC,MD,B,32.7,22.5,34.6,34.3,21.8,48.6,10.2
L,CO,VH,A,21.4,19.9,42.6,37.8,25.8,51.0,10.1
L,CO,MD,A,20.0,19.4,27.6,20.0,98.2,22.3,10.1
L,FC,HI,A,35.1,27.5,41.3,25.8,5.9,34.8,10.1
XL,FC,VH,A,24.3,27.8,39.2,41.8,24.0,59.7,10.1
L,CO,HI,B,19.5,29.9,29.9,57.4,59.2,56.3,10.1
XL,FO,VH,A,17.6,18.4,37.9,39.3,13.0,16.8,10.1
L,CO,VH,A,18.6,22.5,28.8,18.6,38.8,7.1,10.1
L,CO,HI,A,33.2,21.0,26.3,21.2,32.3,50.3,10.0
XL,FC,MD,A,27.5,20.9,35.5,19.0,18.0,49.1,10.0
L,FO,HI,A,29.1,26.0,33.4,27.1,59.4,23.3,10.0
L,FO,VH,A,35.3,20.6,37.6,48.4,1.2,39.8,9.9
L,FC,MD,A,25.6,25.2,43.6,47.3,16.8,55.6,9.9
XL,FC,HI,A,24.7,24.3,28.4,19.2,33.3,32.4,9.9
L,FC,MD,A,22.5,23.6,42.0,47.5,31.6,4.1,9.8
L,CO,HI,A,32.8,22.7,29.8,25.6,75.5,52.2,9.8
L,CO,HI,B,22.2,19.2,27.5,46.5,8.8,44.2,9.8
L,FC,MD,A,21.9,28.9,25.5,45.8,24.7,18.8,9.7
L,CO,VH,A,19.3,25.7,36.6,54.4,49.0,35.2,9.7
M,SP,MD,A,29.4,20.0,39.7,22.6,14.9,53.3,9.6
M,FC,MD,A,29.8,25.5,40.5,32.2,23.5,54.5,9.6
L,CO,HI,A,35.0,19.1,40.7,25.5,22.5,37.0,9.6
L,CO,VH,A,23.6,23.7,43.5,30.9,37.2,42.5,9.6
M,CO,HI,A,30.0,25.6,32.7,24.5,16.1,12.3,9.6
L,FC,HI,C,29.0,23.1,28.8,38.6,51.8,23.6,9.6
L,CO,HI,A,18.3,25.7,23.6,23.9,41.4,40.4,9.5
L,CO,HI,A,25.6,25.2,36.1,41.7,32.0,55.7,9.4
M,CO,HI,B,19.8,28.5,26.2,30.3,4.9,11.7,9.4
M,CO,HI,B,29.3,22.6,39.1,32.9,29.0,38.3,9.4
XL,FC,LO,B,35.1,18.2,27.4,52.5,21.7,57.2,9.4
L,CO,HI,A,26.2,29.5,36.0,57.1,17.2,28.8,9.4
M,CO,HI,B,34.4,24.6,45.2,49.3,49.0,2.4,9.3
L,CO,HI,A,19.6,20.2,41.5,42.9,4.0,42.7,9.3
L,CO,HI,A,25.5,23.1,40.9,20.5,28.7,42.4,9.3
L,CO,VH,A,24.0,25.7,36.7,24.2,50.0,50.6,9.3
XL,FO,MD,A,18.0,28.8,31.4,31.4,34.6,34.2,9.3
L,CO,VH,A,32.9,22.5,29.1,33.5,47.0,7.5,9.3
XL,FO,VH,B,29.5,24.1,34.0,39.0,56.4,22.4,9.3
L,FC,HI,A,20.2,19.4,24.6,31.0,60.0,26.0,9.2
XL,FO,HI,A,22.2,20.8,36.3,26.8,6.5,1.3,9.2
L,CO,HI,A,24.2,25.3,37.3,57.6,42.2,16.3,9.2
M,FO,VH,A,31.2,18.8,36.1,30.6,17.4,32.2,9.1
L,FO,VH,A,24.2,29.4,28.8,36.0,42.6,43.6,9.1
L,FO,VH,A,35.2,26.7,26.3,21.3,54.6,54.4,9.1
XL,FO,VH,A,34.9,28.2,32.2,18.9,32.9,40.5,9.1
M,CO,HI,B,18.5,29.4,30.1,41.1,100.0,54.6,9.1
L,FC,HI,C,17.0,29.6,19.0,23.4,21.9,34.3,9.1
